ID,RNA_CoExp_w_GenAge
SH3L1_HUMAN,51
SH3L2_HUMAN,23
SH3L3_HUMAN,42
SH3R1_HUMAN,36
SH3R2_HUMAN,8
SH3R3_HUMAN,31
SH3Y1_HUMAN,23
SHAN1_HUMAN,16
SHAN2_HUMAN,12
SHAN3_HUMAN,37
SHAS3_HUMAN,0
SHBG_HUMAN,8
SHB_HUMAN,56
SHC1_HUMAN,63
SHC2_HUMAN,23
SHC3_HUMAN,17
SHC4_HUMAN,16
SHCBP_HUMAN,66
SHD_HUMAN,16
SHE_HUMAN,28
SHF_HUMAN,13
SHH_HUMAN,13
SHIP1_HUMAN,59
SHIP2_HUMAN,63
SHKB1_HUMAN,41
SHLB1_HUMAN,45
SHLB2_HUMAN,26
SHOC2_HUMAN,45
SHOT1_HUMAN,
SHOX2_HUMAN,3
SHOX_HUMAN,
SHP1L_HUMAN,0
SHPK_HUMAN,20
SHPRH_HUMAN,20
SHPS1_HUMAN,34
SHQ1_HUMAN,31
SHRM1_HUMAN,20
SHRM2_HUMAN,21
SHRM3_HUMAN,31
SHRM4_HUMAN,34
SHRPN_HUMAN,22
SHSA2_HUMAN,12
SHSA3_HUMAN,25
SHSA4_HUMAN,42
SHSA5_HUMAN,46
SHSA6_HUMAN,5
SHSA7_HUMAN,11
SHSA8_HUMAN,18
SHSA9_HUMAN,7
SI11A_HUMAN,
SI11B_HUMAN,
SI1L1_HUMAN,37
SI1L2_HUMAN,20
SI1L3_HUMAN,35
SIA10_HUMAN,13
SIA4A_HUMAN,35
SIA4B_HUMAN,51
SIA4C_HUMAN,33
SIA7A_HUMAN,11
SIA7B_HUMAN,11
SIA7C_HUMAN,23
SIA7D_HUMAN,57
SIA7E_HUMAN,15
SIA7F_HUMAN,67
SIA8A_HUMAN,3
SIA8B_HUMAN,9
SIA8C_HUMAN,20
SIA8D_HUMAN,41
SIA8E_HUMAN,9
SIA8F_HUMAN,20
SIAE_HUMAN,42
SIAH1_HUMAN,23
SIAH2_HUMAN,31
SIAH3_HUMAN,3
SIAL_HUMAN,1
SIAS_HUMAN,41
SIAT1_HUMAN,44
SIAT2_HUMAN,16
SIAT6_HUMAN,6
SIAT9_HUMAN,22
SIDT1_HUMAN,26
SIDT2_HUMAN,40
SIG10_HUMAN,24
SIG11_HUMAN,12
SIG12_HUMAN,3
SIG14_HUMAN,33
SIG15_HUMAN,2
SIG16_HUMAN,
SIGIR_HUMAN,37
SIGL1_HUMAN,2
SIGL5_HUMAN,27
SIGL6_HUMAN,11
SIGL7_HUMAN,16
SIGL8_HUMAN,1
SIGL9_HUMAN,24
SIK1_HUMAN,40
SIK2_HUMAN,66
SIK3_HUMAN,32
SIKE1_HUMAN,37
SIL1_HUMAN,24
SIL2A_HUMAN,
SIL2B_HUMAN,
SIM10_HUMAN,24
SIM12_HUMAN,8
SIM13_HUMAN,27
SIM14_HUMAN,34
SIM15_HUMAN,41
SIM16_HUMAN,1
SIM17_HUMAN,8
SIM18_HUMAN,9
SIM1_HUMAN,13
SIM22_HUMAN,15
SIM23_HUMAN,1
SIM24_HUMAN,
SIM2_HUMAN,5
SIMC1_HUMAN,11
SIML1_HUMAN,
SIN1_HUMAN,60
SIN3A_HUMAN,29
SIN3B_HUMAN,55
SIPA1_HUMAN,46
SIR1_HUMAN,29
SIR2_HUMAN,15
SIR3_HUMAN,35
SIR4_HUMAN,3
SIR5_HUMAN,24
SIR6_HUMAN,61
SIR7_HUMAN,23
SIRB1_HUMAN,29
SIRB2_HUMAN,32
SIRBL_HUMAN,29
SIRPD_HUMAN,6
SIRPG_HUMAN,12
SIT1_HUMAN,49
SIVA_HUMAN,49
SIX1_HUMAN,30
SIX2_HUMAN,35
SIX3_HUMAN,7
SIX4_HUMAN,38
SIX5_HUMAN,61
SIX6_HUMAN,1
SK2L2_HUMAN,63
SKA1_HUMAN,52
SKA2_HUMAN,44
SKA3_HUMAN,59
SKAP1_HUMAN,38
SKAP2_HUMAN,40
SKAP_HUMAN,37
SKDA1_HUMAN,8
SKIL_HUMAN,29
SKIV2_HUMAN,46
SKI_HUMAN,52
SKOR1_HUMAN,18
SKOR2_HUMAN,2
SKP1_HUMAN,29
SKP2_HUMAN,23
SKT_HUMAN,45
SL9A1_HUMAN,13
SL9A2_HUMAN,8
SL9A3_HUMAN,12
SL9A4_HUMAN,4
SL9A5_HUMAN,4
SL9A6_HUMAN,23
SL9A7_HUMAN,34
SL9A8_HUMAN,29
SL9A9_HUMAN,25
SL9B1_HUMAN,0
SL9B2_HUMAN,27
SL9C1_HUMAN,2
SL9C2_HUMAN,2
SL9P1_HUMAN,
SLAF1_HUMAN,46
SLAF5_HUMAN,40
SLAF6_HUMAN,44
SLAF7_HUMAN,37
SLAF8_HUMAN,15
SLAF9_HUMAN,3
SLAI1_HUMAN,19
SLAI2_HUMAN,16
SLAP1_HUMAN,36
SLAP2_HUMAN,11
SLBP_HUMAN,41
SLC31_HUMAN,23
SLD5_HUMAN,64
SLF1_HUMAN,
SLF2_HUMAN,
SLFN5_HUMAN,36
SLIB_HUMAN,9
SLIK1_HUMAN,15
SLIK2_HUMAN,11
SLIK3_HUMAN,7
SLIK4_HUMAN,20
SLIK5_HUMAN,11
SLIK6_HUMAN,14
SLIP_HUMAN,16
SLIRP_HUMAN,30
SLIT1_HUMAN,3
SLIT2_HUMAN,28
SLIT3_HUMAN,35
SLK_HUMAN,46
SLMAP_HUMAN,25
SLN11_HUMAN,18
SLN12_HUMAN,29
SLN13_HUMAN,47
SLN14_HUMAN,24
SLNL1_HUMAN,7
SLPI_HUMAN,14
SLTM_HUMAN,35
SLU7_HUMAN,34
SLUR1_HUMAN,11
SLX1_HUMAN,2
SLX4I_HUMAN,9
SLX4_HUMAN,35
SMA5O_HUMAN,5
SMAD1_HUMAN,21
SMAD2_HUMAN,36
SMAD3_HUMAN,48
SMAD4_HUMAN,32
SMAD5_HUMAN,31
SMAD6_HUMAN,44
SMAD7_HUMAN,49
SMAD9_HUMAN,21
SMAG1_HUMAN,28
SMAG2_HUMAN,59
SMAGP_HUMAN,31
SMAKA_HUMAN,20
SMAL1_HUMAN,54
SMAP1_HUMAN,33
SMAP2_HUMAN,38
SMAP_HUMAN,
SMBP2_HUMAN,29
SMBT1_HUMAN,22
SMBT2_HUMAN,38
SMC1A_HUMAN,66
SMC1B_HUMAN,5
SMC2_HUMAN,66
SMC3_HUMAN,26
SMC4_HUMAN,61
SMC5_HUMAN,49
SMC6_HUMAN,47
SMCA1_HUMAN,46
SMCA2_HUMAN,36
SMCA4_HUMAN,56
SMCA5_HUMAN,65
SMCE1_HUMAN,46
SMCO1_HUMAN,
SMCO2_HUMAN,1
SMCO3_HUMAN,4
SMCO4_HUMAN,24
SMCR5_HUMAN,4
SMCR8_HUMAN,37
SMD1_HUMAN,56
SMD2_HUMAN,62
SMD3_HUMAN,58
SMDC1_HUMAN,15
SMEK3_HUMAN,
SMG1L_HUMAN,
SMG1_HUMAN,48
SMG5_HUMAN,26
SMG7_HUMAN,15
SMG8_HUMAN,50
SMG9_HUMAN,45
SMHD1_HUMAN,39
SMI19_HUMAN,47
SMI20_HUMAN,40
SMI21_HUMAN,4
SMIM1_HUMAN,31
SMIM2_HUMAN,9
SMIM3_HUMAN,1
SMIM4_HUMAN,25
SMIM5_HUMAN,19
SMIM6_HUMAN,8
SMIM7_HUMAN,30
SMIM8_HUMAN,28
SMIM9_HUMAN,5
SMKR1_HUMAN,11
SMLR1_HUMAN,16
SMN_HUMAN,15
SMOC1_HUMAN,25
SMOC2_HUMAN,31
SMOX_HUMAN,29
SMO_HUMAN,41
SMPX_HUMAN,26
SMR3A_HUMAN,
SMR3B_HUMAN,6
SMRC1_HUMAN,27
SMRC2_HUMAN,24
SMRCD_HUMAN,55
SMRD1_HUMAN,55
SMRD2_HUMAN,50
SMRD3_HUMAN,35
SMRP1_HUMAN,
SMS1_HUMAN,54
SMS2_HUMAN,39
SMS_HUMAN,11
SMTL1_HUMAN,17
SMTL2_HUMAN,23
SMTN_HUMAN,41
SMU1_HUMAN,52
SMUF1_HUMAN,44
SMUF2_HUMAN,44
SMUG1_HUMAN,39
SMYD1_HUMAN,25
SMYD2_HUMAN,23
SMYD3_HUMAN,13
SMYD4_HUMAN,17
SMYD5_HUMAN,67
SN12L_HUMAN,32
SNAA_HUMAN,39
SNAB_HUMAN,18
SNAG_HUMAN,28
SNAI1_HUMAN,16
SNAI2_HUMAN,40
SNAI3_HUMAN,10
SNAPN_HUMAN,38
SNAT_HUMAN,1
SNCAP_HUMAN,2
SND1_HUMAN,72
SNED1_HUMAN,23
SNF5_HUMAN,68
SNF8_HUMAN,30
SNG1_HUMAN,23
SNG2L_HUMAN,
SNG2_HUMAN,55
SNG3_HUMAN,19
SNG4_HUMAN,5
SNH12_HUMAN,3
SNIP1_HUMAN,18
SNIT1_HUMAN,
SNN_HUMAN,35
SNP23_HUMAN,49
SNP25_HUMAN,18
SNP29_HUMAN,51
SNP47_HUMAN,38
SNPC1_HUMAN,27
SNPC2_HUMAN,21
SNPC3_HUMAN,37
SNPC4_HUMAN,39
SNPC5_HUMAN,24
SNPH_HUMAN,19
SNR25_HUMAN,69
SNR27_HUMAN,26
SNR40_HUMAN,76
SNR48_HUMAN,23
SNRK_HUMAN,43
SNRPA_HUMAN,80
SNTA1_HUMAN,46
SNTAN_HUMAN,1
SNTB1_HUMAN,20
SNTB2_HUMAN,36
SNTG1_HUMAN,3
SNTG2_HUMAN,2
SNUFL_HUMAN,
SNURF_HUMAN,
SNUT1_HUMAN,68
SNUT2_HUMAN,73
SNW1_HUMAN,46
SNX10_HUMAN,38
SNX11_HUMAN,57
SNX12_HUMAN,60
SNX13_HUMAN,13
SNX14_HUMAN,15
SNX15_HUMAN,1
SNX16_HUMAN,15
SNX17_HUMAN,71
SNX18_HUMAN,44
SNX19_HUMAN,55
SNX1_HUMAN,60
SNX20_HUMAN,45
SNX21_HUMAN,53
SNX22_HUMAN,19
SNX24_HUMAN,24
SNX25_HUMAN,42
SNX27_HUMAN,30
SNX29_HUMAN,31
SNX2_HUMAN,39
SNX30_HUMAN,23
SNX31_HUMAN,0
SNX32_HUMAN,2
SNX33_HUMAN,63
SNX3_HUMAN,60
SNX4_HUMAN,44
SNX5_HUMAN,37
SNX6_HUMAN,40
SNX7_HUMAN,45
SNX8_HUMAN,61
SNX9_HUMAN,59
SN_HUMAN,12
SO1A2_HUMAN,12
SO1B1_HUMAN,24
SO1B3_HUMAN,19
SO1B7_HUMAN,10
SO1C1_HUMAN,9
SO2A1_HUMAN,31
SO2B1_HUMAN,33
SO3A1_HUMAN,23
SO4A1_HUMAN,31
SO4C1_HUMAN,16
SO5A1_HUMAN,18
SO6A1_HUMAN,3
SOAT1_HUMAN,23
SOAT2_HUMAN,4
SOAT_HUMAN,2
SOBP_HUMAN,32
SOCS1_HUMAN,13
SOCS2_HUMAN,25
SOCS3_HUMAN,37
SOCS4_HUMAN,53
SOCS5_HUMAN,33
SOCS6_HUMAN,51
SOCS7_HUMAN,10
SODC_HUMAN,37
SODE_HUMAN,53
SODM_HUMAN,24
SOGA1_HUMAN,43
SOGA3_HUMAN,
SOLH1_HUMAN,4
SOLH2_HUMAN,21
SOM2_HUMAN,16
SOMA_HUMAN,5
SON_HUMAN,53
SORC1_HUMAN,6
SORC2_HUMAN,8
SORC3_HUMAN,10
SORCN_HUMAN,42
SORL_HUMAN,44
SORT_HUMAN,43
SOS1_HUMAN,48
SOS2_HUMAN,47
SOSB1_HUMAN,51
SOSB2_HUMAN,27
SOSD1_HUMAN,17
SOSSC_HUMAN,30
SOST_HUMAN,6
SOX10_HUMAN,12
SOX11_HUMAN,24
SOX12_HUMAN,41
SOX13_HUMAN,24
SOX14_HUMAN,
SOX15_HUMAN,21
SOX17_HUMAN,36
SOX18_HUMAN,39
SOX1_HUMAN,8
SOX21_HUMAN,10
SOX2_HUMAN,20
SOX30_HUMAN,9
SOX3_HUMAN,19
SOX4_HUMAN,33
SOX5_HUMAN,7
SOX6_HUMAN,19
SOX7_HUMAN,36
SOX8_HUMAN,11
SOX9_HUMAN,33
SOX_HUMAN,27
SP100_HUMAN,46
SP110_HUMAN,45
SP130_HUMAN,19
SP140_HUMAN,43
SP14L_HUMAN,34
SP16H_HUMAN,82
SP17_HUMAN,3
SP1_HUMAN,31
SP201_HUMAN,
SP202_HUMAN,
SP20H_HUMAN,32
SP2_HUMAN,35
SP30L_HUMAN,51
SP3_HUMAN,54
SP4_HUMAN,38
SP5_HUMAN,12
SP6_HUMAN,20
SP7_HUMAN,4
SP8_HUMAN,9
SP9_HUMAN,20
SPA11_HUMAN,28
SPA12_HUMAN,15
SPA13_HUMAN,
SPA24_HUMAN,5
SPA2L_HUMAN,31
SPA5L_HUMAN,20
SPA6L_HUMAN,7
SPA9_HUMAN,8
SPAC7_HUMAN,
SPAG1_HUMAN,30
SPAG4_HUMAN,5
SPAG5_HUMAN,82
SPAG6_HUMAN,6
SPAG7_HUMAN,46
SPAG8_HUMAN,5
SPAR_HUMAN,13
SPAS1_HUMAN,
SPAS2_HUMAN,56
SPAST_HUMAN,39
SPAT1_HUMAN,
SPAT2_HUMAN,23
SPAT4_HUMAN,1
SPAT5_HUMAN,22
SPAT6_HUMAN,9
SPAT7_HUMAN,11
SPAT8_HUMAN,0
SPAT9_HUMAN,3
SPB10_HUMAN,31
SPB11_HUMAN,1
SPB12_HUMAN,8
SPB13_HUMAN,12
SPB1_HUMAN,54
SPB3_HUMAN,14
SPB4_HUMAN,6
SPB5_HUMAN,19
SPB6_HUMAN,67
SPB7_HUMAN,23
SPB8_HUMAN,45
SPB9_HUMAN,47
SPC1L_HUMAN,46
SPC24_HUMAN,43
SPC25_HUMAN,68
SPCS1_HUMAN,42
SPCS2_HUMAN,31
SPCS3_HUMAN,48
SPCS_HUMAN,28
SPD16_HUMAN,
SPD2A_HUMAN,43
SPD2B_HUMAN,49
SPDE1_HUMAN,8
SPDE2_HUMAN,1
SPDE3_HUMAN,10
SPDE4_HUMAN,3
SPDE5_HUMAN,
SPDE6_HUMAN,6
SPDE7_HUMAN,7
SPDEF_HUMAN,10
SPDL3_HUMAN,
SPDLY_HUMAN,43
SPDYA_HUMAN,0
SPDYC_HUMAN,22
SPE2B_HUMAN,
SPE39_HUMAN,33
SPEB_HUMAN,23
SPEE_HUMAN,52
SPEF1_HUMAN,5
SPEF2_HUMAN,8
SPEG_HUMAN,27
SPEM1_HUMAN,9
SPERI_HUMAN,3
SPERT_HUMAN,3
SPESP_HUMAN,5
SPF27_HUMAN,32
SPF30_HUMAN,21
SPF45_HUMAN,36
SPG16_HUMAN,6
SPG17_HUMAN,7
SPG20_HUMAN,45
SPG21_HUMAN,40
SPG7_HUMAN,32
SPGOS_HUMAN,
SPHAR_HUMAN,
SPHK1_HUMAN,41
SPHK2_HUMAN,39
SPHM_HUMAN,51
SPI1_HUMAN,36
SPI2A_HUMAN,0
SPI2B_HUMAN,
SPI2_HUMAN,9
SPIB_HUMAN,44
SPICE_HUMAN,28
SPIC_HUMAN,3
SPIDR_HUMAN,23
SPIN1_HUMAN,44
SPIN3_HUMAN,16
SPIN4_HUMAN,49
SPIR1_HUMAN,22
SPIR2_HUMAN,19
SPIT1_HUMAN,27
SPIT2_HUMAN,24
SPIT3_HUMAN,
SPIT4_HUMAN,2
SPKAP_HUMAN,9
SPN1_HUMAN,24
SPN90_HUMAN,48
SPNS1_HUMAN,19
SPNS2_HUMAN,20
SPNS3_HUMAN,20
SPNXA_HUMAN,
SPNXB_HUMAN,
SPNXC_HUMAN,4
SPNXD_HUMAN,5
SPO11_HUMAN,0
SPOC1_HUMAN,34
SPON1_HUMAN,45
SPON2_HUMAN,29
SPOPL_HUMAN,49
SPOP_HUMAN,35
SPOT1_HUMAN,2
SPP24_HUMAN,20
SPP2A_HUMAN,25
SPP2B_HUMAN,
SPP2C_HUMAN,8
SPPL3_HUMAN,24
SPR1A_HUMAN,16
SPR1B_HUMAN,17
SPR2A_HUMAN,11
SPR2B_HUMAN,
SPR2D_HUMAN,15
SPR2E_HUMAN,16
SPR2F_HUMAN,7
SPR2G_HUMAN,7
SPRC_HUMAN,47
SPRE1_HUMAN,45
SPRE2_HUMAN,48
SPRE3_HUMAN,3
SPRE_HUMAN,51
SPRL1_HUMAN,32
SPRN_HUMAN,19
SPRR3_HUMAN,11
SPRR4_HUMAN,
SPRTN_HUMAN,34
SPRY3_HUMAN,45
SPRY4_HUMAN,20
SPRY7_HUMAN,20
SPS1_HUMAN,36
SPS2L_HUMAN,53
SPS2_HUMAN,38
SPSB1_HUMAN,69
SPSB2_HUMAN,5
SPSB3_HUMAN,21
SPSB4_HUMAN,12
SPSY_HUMAN,34
SPT12_HUMAN,9
SPT13_HUMAN,40
SPT16_HUMAN,0
SPT17_HUMAN,8
SPT19_HUMAN,7
SPT20_HUMAN,15
SPT21_HUMAN,1
SPT22_HUMAN,2
SPT25_HUMAN,5
SPT2_HUMAN,46
SPT32_HUMAN,9
SPT33_HUMAN,5
SPT45_HUMAN,
SPT46_HUMAN,
SPT4H_HUMAN,26
SPT5H_HUMAN,66
SPT6H_HUMAN,62
SPTA1_HUMAN,33
SPTA3_HUMAN,9
SPTB1_HUMAN,29
SPTB2_HUMAN,57
SPTC1_HUMAN,42
SPTC2_HUMAN,37
SPTC3_HUMAN,34
SPTCS_HUMAN,45
SPTN1_HUMAN,39
SPTN2_HUMAN,22
SPTN4_HUMAN,14
SPTN5_HUMAN,3
SPTSA_HUMAN,28
SPTSB_HUMAN,15
SPX3_HUMAN,29
SPXN1_HUMAN,
SPXN2_HUMAN,
SPXN3_HUMAN,6
SPXN4_HUMAN,
SPXN5_HUMAN,
SPXN_HUMAN,
SPY1_HUMAN,52
SPY2_HUMAN,50
SPY3_HUMAN,14
SPY4_HUMAN,37
SPYA_HUMAN,26
SPZ1_HUMAN,9
SQRD_HUMAN,34
SQSTM_HUMAN,46
SR140_HUMAN,69
SR1IP_HUMAN,35
SRA1_HUMAN,48
SRAC1_HUMAN,10
SRB4D_HUMAN,
SRBD1_HUMAN,37
SRBP1_HUMAN,54
SRBP2_HUMAN,72
SRBS1_HUMAN,44
SRBS2_HUMAN,23
SRC8_HUMAN,66
SRCAP_HUMAN,41
SRCA_HUMAN,27
SRCH_HUMAN,21
SRCN1_HUMAN,15
SRCRL_HUMAN,27
SRCRM_HUMAN,
SRC_HUMAN,30
SREC2_HUMAN,51
SREC_HUMAN,38
SREK1_HUMAN,13
SRFB1_HUMAN,38
SRF_HUMAN,36
SRG2B_HUMAN,
SRG2C_HUMAN,
SRGEF_HUMAN,14
SRGN_HUMAN,38
SRGP1_HUMAN,30
SRGP2_HUMAN,33
SRGP3_HUMAN,9
SRMS_HUMAN,1
SRP09_HUMAN,43
SRP14_HUMAN,42
SRP19_HUMAN,8
SRP54_HUMAN,57
SRP68_HUMAN,60
SRP72_HUMAN,26
SRPK1_HUMAN,55
SRPK2_HUMAN,13
SRPK3_HUMAN,17
SRPRA_HUMAN,
SRPRB_HUMAN,45
SRPX2_HUMAN,51
SRPX_HUMAN,57
SRR1L_HUMAN,37
SRRM1_HUMAN,8
SRRM2_HUMAN,36
SRRM3_HUMAN,15
SRRM4_HUMAN,14
SRRM5_HUMAN,9
SRRT_HUMAN,65
SRR_HUMAN,24
SRS10_HUMAN,67
SRS11_HUMAN,36
SRS12_HUMAN,20
SRSF1_HUMAN,85
SRSF2_HUMAN,45
SRSF3_HUMAN,49
SRSF4_HUMAN,47
SRSF5_HUMAN,39
SRSF6_HUMAN,41
SRSF7_HUMAN,41
SRSF8_HUMAN,52
SRSF9_HUMAN,76
SRTD1_HUMAN,20
SRTD2_HUMAN,51
SRTD3_HUMAN,22
SRTD4_HUMAN,19
SRTM1_HUMAN,12
SRXN1_HUMAN,28
SRY_HUMAN,8
SSA27_HUMAN,35
SSAS1_HUMAN,
SSBP2_HUMAN,25
SSBP3_HUMAN,32
SSBP4_HUMAN,60
SSBP_HUMAN,49
SSDH_HUMAN,32
SSF1_HUMAN,35
SSFA2_HUMAN,34
SSH1_HUMAN,43
SSH2_HUMAN,42
SSH3_HUMAN,38
SSMM1_HUMAN,7
SSNA1_HUMAN,60
SSPN_HUMAN,27
SSPO_HUMAN,
SSR1_HUMAN,16
SSR2_HUMAN,15
SSR3_HUMAN,15
SSR4_HUMAN,0
SSR5_HUMAN,8
SSRA_HUMAN,31
SSRB_HUMAN,52
SSRD_HUMAN,34
SSRG_HUMAN,46
SSRP1_HUMAN,38
SSU72_HUMAN,37
SSUH2_HUMAN,6
SSX1_HUMAN,10
SSX2_HUMAN,
SSX3_HUMAN,0
SSX4_HUMAN,
SSX5_HUMAN,0
SSX6_HUMAN,3
SSX7_HUMAN,
SSX8_HUMAN,0
SSX9_HUMAN,
SSXT_HUMAN,43
ST134_HUMAN,56
ST14_HUMAN,26
ST17A_HUMAN,42
ST17B_HUMAN,50
ST18_HUMAN,6
ST1A1_HUMAN,33
ST1A2_HUMAN,10
ST1A3_HUMAN,0
ST1A4_HUMAN,
ST1B1_HUMAN,21
ST1C2_HUMAN,14
ST1C3_HUMAN,1
ST1C4_HUMAN,28
ST1E1_HUMAN,19
ST20_HUMAN,15
ST2A1_HUMAN,24
ST2B1_HUMAN,13
ST32A_HUMAN,8
ST32B_HUMAN,26
ST32C_HUMAN,6
ST38L_HUMAN,39
ST3L1_HUMAN,
ST3L2_HUMAN,18
ST3L3_HUMAN,
ST3L4_HUMAN,22
ST4A1_HUMAN,20
ST5_HUMAN,37
ST65G_HUMAN,19
ST6B1_HUMAN,1
ST7L_HUMAN,10
ST7_HUMAN,31
STA13_HUMAN,48
STA5A_HUMAN,49
STA5B_HUMAN,53
STAB1_HUMAN,35
STAB2_HUMAN,5
STABP_HUMAN,40
STAC2_HUMAN,13
STAC3_HUMAN,17
STAC_HUMAN,16
STAG1_HUMAN,39
STAG2_HUMAN,48
STAG3_HUMAN,21
STALP_HUMAN,30
STAM1_HUMAN,35
STAM2_HUMAN,37
STAP1_HUMAN,43
STAP2_HUMAN,29
STAR3_HUMAN,35
STAR4_HUMAN,58
STAR5_HUMAN,12
STAR6_HUMAN,2
STAR7_HUMAN,46
STAR8_HUMAN,36
STAR9_HUMAN,8
STAR_HUMAN,21
STAS1_HUMAN,
STAT1_HUMAN,42
STAT2_HUMAN,44
STAT3_HUMAN,70
STAT4_HUMAN,10
STAT6_HUMAN,50
STAT_HUMAN,4
STAU1_HUMAN,30
STAU2_HUMAN,25
STB5L_HUMAN,8
STBD1_HUMAN,45
STC1_HUMAN,36
STC2_HUMAN,43
STEA1_HUMAN,29
STEA2_HUMAN,5
STEA3_HUMAN,49
STEA4_HUMAN,32
STEAL_HUMAN,20
STF1_HUMAN,18
STH_HUMAN,1
STIL_HUMAN,45
STIM1_HUMAN,60
STIM2_HUMAN,24
STIMA_HUMAN,8
STING_HUMAN,40
STIP1_HUMAN,66
STK10_HUMAN,48
STK11_HUMAN,48
STK16_HUMAN,26
STK19_HUMAN,21
STK24_HUMAN,25
STK25_HUMAN,63
STK26_HUMAN,
STK31_HUMAN,12
STK33_HUMAN,4
STK35_HUMAN,26
STK36_HUMAN,28
STK38_HUMAN,34
STK39_HUMAN,21
STK3_HUMAN,20
STK40_HUMAN,49
STK4_HUMAN,48
STKL1_HUMAN,
STMD1_HUMAN,3
STML1_HUMAN,21
STML2_HUMAN,28
STML3_HUMAN,0
STMN1_HUMAN,53
STMN2_HUMAN,19
STMN3_HUMAN,26
STMN4_HUMAN,21
STN1_HUMAN,
STOM_HUMAN,69
STON1_HUMAN,48
STON2_HUMAN,21
STOX1_HUMAN,20
STOX2_HUMAN,24
STP1_HUMAN,9
STP2_HUMAN,8
STPAP_HUMAN,1
STPG1_HUMAN,5
STPG2_HUMAN,2
STPG3_HUMAN,
STRA6_HUMAN,9
STRA8_HUMAN,2
STRAA_HUMAN,18
STRAB_HUMAN,30
STRAP_HUMAN,45
STRBP_HUMAN,34
STRCL_HUMAN,
STRC_HUMAN,8
STRN3_HUMAN,35
STRN4_HUMAN,60
STRN_HUMAN,44
STRP1_HUMAN,22
STRP2_HUMAN,19
STS_HUMAN,33
STT3A_HUMAN,46
STT3B_HUMAN,60
STUM_HUMAN,
STX10_HUMAN,61
STX11_HUMAN,49
STX12_HUMAN,32
STX16_HUMAN,39
STX17_HUMAN,12
STX18_HUMAN,24
STX19_HUMAN,6
STX1A_HUMAN,22
STX1B_HUMAN,19
STX2_HUMAN,33
STX3_HUMAN,23
STX4_HUMAN,61
STX5_HUMAN,46
STX6_HUMAN,25
STX7_HUMAN,46
STX8_HUMAN,25
STXB1_HUMAN,26
STXB2_HUMAN,36
STXB3_HUMAN,42
STXB4_HUMAN,20
STXB5_HUMAN,21
STXB6_HUMAN,18
STYK1_HUMAN,0
STYL1_HUMAN,21
STYX_HUMAN,35
SUCA_HUMAN,41
SUCB1_HUMAN,45
SUCB2_HUMAN,42
SUCHY_HUMAN,22
SUCO_HUMAN,41
SUCR1_HUMAN,19
SUFU_HUMAN,26
SUGP1_HUMAN,53
SUGP2_HUMAN,49
SUH_HUMAN,26
SUIS_HUMAN,13
SULF1_HUMAN,26
SULF2_HUMAN,24
SUMF1_HUMAN,25
SUMF2_HUMAN,49
SUMO1_HUMAN,47
SUMO2_HUMAN,
SUMO3_HUMAN,46
SUMO4_HUMAN,9
SUN1_HUMAN,47
SUN2_HUMAN,56
SUN3_HUMAN,4
SUN5_HUMAN,
SUOX_HUMAN,54
SUPT3_HUMAN,23
SUPYN_HUMAN,
SURF1_HUMAN,36
SURF2_HUMAN,25
SURF4_HUMAN,63
SURF6_HUMAN,49
SUSD1_HUMAN,34
SUSD2_HUMAN,15
SUSD3_HUMAN,24
SUSD4_HUMAN,12
SUSD5_HUMAN,13
SUSD6_HUMAN,
SUV3_HUMAN,22
SUV91_HUMAN,70
SUV92_HUMAN,53
SUZ12_HUMAN,81
SV2A_HUMAN,25
SV2B_HUMAN,14
SV2C_HUMAN,5
SVBP_HUMAN,
SVEP1_HUMAN,37
SVIL_HUMAN,34
SVIP_HUMAN,24
SVOPL_HUMAN,20
SVOP_HUMAN,18
SWAHA_HUMAN,23
SWAHB_HUMAN,26
SWAHC_HUMAN,31
SWAHD_HUMAN,29
SWAP1_HUMAN,10
SWET1_HUMAN,25
SWI5_HUMAN,32
SWP70_HUMAN,55
SWT1_HUMAN,19
SY14L_HUMAN,
SYAC_HUMAN,66
SYAM_HUMAN,47
SYAP1_HUMAN,44
SYBU_HUMAN,25
SYC1L_HUMAN,14
SYC2L_HUMAN,19
SYCC_HUMAN,73
SYCE1_HUMAN,4
SYCE2_HUMAN,4
SYCE3_HUMAN,0
SYCM_HUMAN,23
SYCN_HUMAN,9
SYCP1_HUMAN,0
SYCP2_HUMAN,24
SYCP3_HUMAN,19
SYCY1_HUMAN,11
SYCY2_HUMAN,9
SYDC_HUMAN,48
SYDE1_HUMAN,53
SYDE2_HUMAN,18
SYDM_HUMAN,80
SYEM_HUMAN,66
SYEP_HUMAN,76
SYF1_HUMAN,61
SYF2_HUMAN,29
SYFA_HUMAN,73
SYFB_HUMAN,47
SYFM_HUMAN,27
SYGP1_HUMAN,18
SYG_HUMAN,59
SYHC_HUMAN,29
SYHM_HUMAN,27
SYIC_HUMAN,54
SYIM_HUMAN,60
SYJ2B_HUMAN,29
SYK_HUMAN,66
SYLC_HUMAN,69
SYLM_HUMAN,56
SYMC_HUMAN,16
SYMM_HUMAN,67
SYMPK_HUMAN,66
SYN1L_HUMAN,4
SYN1_HUMAN,19
SYN2_HUMAN,
SYN3_HUMAN,4
SYNCI_HUMAN,38
SYNC_HUMAN,46
SYNE1_HUMAN,22
SYNE2_HUMAN,36
SYNE3_HUMAN,30
