ID,RNA_CoExp_w_GenAge
EHD3_HUMAN,36
EHD4_HUMAN,64
EHF_HUMAN,27
EHMT1_HUMAN,56
EHMT2_HUMAN,55
EI24_HUMAN,43
EI2BA_HUMAN,51
EI2BB_HUMAN,46
EI2BD_HUMAN,15
EI2BE_HUMAN,60
EI2BG_HUMAN,48
EID1_HUMAN,50
EID2B_HUMAN,15
EID2_HUMAN,27
EID3_HUMAN,17
EIF1A_HUMAN,19
EIF1B_HUMAN,30
EIF1_HUMAN,33
EIF2A_HUMAN,27
EIF2D_HUMAN,48
EIF3A_HUMAN,43
EIF3B_HUMAN,70
EIF3C_HUMAN,18
EIF3D_HUMAN,64
EIF3E_HUMAN,53
EIF3F_HUMAN,33
EIF3G_HUMAN,66
EIF3H_HUMAN,64
EIF3I_HUMAN,50
EIF3J_HUMAN,29
EIF3K_HUMAN,54
EIF3L_HUMAN,50
EIF3M_HUMAN,55
EIFCL_HUMAN,
EKI1_HUMAN,34
EKI2_HUMAN,16
ELAF_HUMAN,17
ELAV1_HUMAN,75
ELAV2_HUMAN,14
ELAV3_HUMAN,18
ELAV4_HUMAN,16
ELA_HUMAN,
ELB3B_HUMAN,
ELB3C_HUMAN,
ELB3D_HUMAN,
ELF1_HUMAN,64
ELF2_HUMAN,48
ELF3_HUMAN,18
ELF4_HUMAN,46
ELF5_HUMAN,14
ELFN1_HUMAN,22
ELK1_HUMAN,75
ELK3_HUMAN,49
ELK4_HUMAN,47
ELL2_HUMAN,52
ELL3_HUMAN,8
ELL_HUMAN,49
ELMD1_HUMAN,18
ELMD2_HUMAN,29
ELMD3_HUMAN,28
ELMO1_HUMAN,37
ELMO2_HUMAN,16
ELMO3_HUMAN,18
ELNE_HUMAN,22
ELN_HUMAN,26
ELOA1_HUMAN,
ELOA2_HUMAN,
ELOA3_HUMAN,
ELOB_HUMAN,
ELOC_HUMAN,
ELOF1_HUMAN,16
ELOV1_HUMAN,58
ELOV2_HUMAN,25
ELOV3_HUMAN,25
ELOV4_HUMAN,19
ELOV5_HUMAN,36
ELOV6_HUMAN,34
ELOV7_HUMAN,24
ELP1_HUMAN,64
ELP2_HUMAN,51
ELP3_HUMAN,38
ELP4_HUMAN,47
ELP5_HUMAN,23
ELP6_HUMAN,43
ELYS_HUMAN,11
EM55_HUMAN,33
EMAL1_HUMAN,31
EMAL2_HUMAN,37
EMAL3_HUMAN,53
EMAL4_HUMAN,35
EMAL5_HUMAN,12
EMAL6_HUMAN,8
EMARD_HUMAN,14
EMB_HUMAN,45
EMC10_HUMAN,54
EMC1_HUMAN,58
EMC2_HUMAN,31
EMC3_HUMAN,42
EMC4_HUMAN,40
EMC6_HUMAN,35
EMC7_HUMAN,70
EMC8_HUMAN,38
EMC9_HUMAN,31
EMD_HUMAN,60
EME1_HUMAN,44
EME2_HUMAN,22
EMID1_HUMAN,40
EMIL1_HUMAN,40
EMIL2_HUMAN,27
EMIL3_HUMAN,9
EMP1_HUMAN,28
EMP2_HUMAN,28
EMP3_HUMAN,47
EMRE_HUMAN,20
EMSA1_HUMAN,40
EMSY_HUMAN,
EMX1_HUMAN,25
EMX2_HUMAN,26
EN113_HUMAN,
ENAH_HUMAN,50
ENAM_HUMAN,9
ENASE_HUMAN,36
ENC1_HUMAN,22
ENDD1_HUMAN,29
ENDOU_HUMAN,9
ENDOV_HUMAN,6
ENH1_HUMAN,
ENH3_HUMAN,
ENHO_HUMAN,17
ENK11_HUMAN,
ENK13_HUMAN,16
ENK18_HUMAN,
ENK19_HUMAN,
ENK21_HUMAN,
ENK24_HUMAN,
ENK25_HUMAN,
ENK5_HUMAN,
ENK6_HUMAN,
ENK7_HUMAN,
ENK8_HUMAN,
ENK9_HUMAN,
ENKD1_HUMAN,21
ENKUR_HUMAN,6
ENL_HUMAN,80
ENO4_HUMAN,6
ENOA_HUMAN,70
ENOB_HUMAN,22
ENOF1_HUMAN,25
ENOG_HUMAN,19
ENOL_HUMAN,
ENOPH_HUMAN,39
ENOX1_HUMAN,6
ENOX2_HUMAN,23
ENPLL_HUMAN,29
ENPL_HUMAN,49
ENPP1_HUMAN,39
ENPP2_HUMAN,27
ENPP3_HUMAN,13
ENPP4_HUMAN,15
ENPP5_HUMAN,27
ENPP6_HUMAN,9
ENPP7_HUMAN,7
ENR1_HUMAN,32
ENSA_HUMAN,43
ENTD1_HUMAN,2
ENTK_HUMAN,1
ENTP1_HUMAN,39
ENTP2_HUMAN,10
ENTP3_HUMAN,12
ENTP4_HUMAN,30
ENTP5_HUMAN,27
ENTP6_HUMAN,37
ENTP7_HUMAN,25
ENTP8_HUMAN,6
ENVT1_HUMAN,
ENY2_HUMAN,40
EOGT_HUMAN,38
EOMES_HUMAN,2
EP15R_HUMAN,45
EP2A2_HUMAN,23
EP300_HUMAN,31
EP3A_HUMAN,0
EP3B_HUMAN,1
EP400_HUMAN,38
EPAB2_HUMAN,23
EPAG_HUMAN,
EPAS1_HUMAN,64
EPB42_HUMAN,35
EPC1_HUMAN,25
EPC2_HUMAN,46
EPCAM_HUMAN,21
EPCR_HUMAN,34
EPDR1_HUMAN,36
EPG5_HUMAN,36
EPGN_HUMAN,23
EPHA1_HUMAN,13
EPHA2_HUMAN,47
EPHA3_HUMAN,12
EPHA4_HUMAN,19
EPHA5_HUMAN,10
EPHA6_HUMAN,2
EPHA7_HUMAN,16
EPHA8_HUMAN,4
EPHAA_HUMAN,5
EPHB1_HUMAN,15
EPHB2_HUMAN,31
EPHB3_HUMAN,12
EPHB4_HUMAN,48
EPHB6_HUMAN,16
EPHX3_HUMAN,8
EPHX4_HUMAN,16
EPIPL_HUMAN,23
EPM2A_HUMAN,23
EPMIP_HUMAN,28
EPN1_HUMAN,65
EPN2_HUMAN,38
EPN3_HUMAN,10
EPN4_HUMAN,56
EPOP_HUMAN,
EPOR_HUMAN,39
EPO_HUMAN,4
EPPI_HUMAN,0
EPS15_HUMAN,50
EPS8_HUMAN,52
EPT1_HUMAN,
EPYC_HUMAN,6
EQTN_HUMAN,8
ER6L2_HUMAN,34
ERAL1_HUMAN,53
ERAP1_HUMAN,51
ERAP2_HUMAN,40
ERAS1_HUMAN,1
ERB1_HUMAN,
ERBB2_HUMAN,8
ERBB3_HUMAN,30
ERBB4_HUMAN,21
ERBIN_HUMAN,
ERC2_HUMAN,17
ERC6L_HUMAN,41
ERCC1_HUMAN,28
ERCC2_HUMAN,64
ERCC3_HUMAN,57
ERCC5_HUMAN,17
ERCC6_HUMAN,19
ERCC8_HUMAN,24
ERD21_HUMAN,54
ERD22_HUMAN,36
ERD23_HUMAN,37
EREG_HUMAN,33
ERF1_HUMAN,66
ERF3A_HUMAN,33
ERF3B_HUMAN,25
ERFE_HUMAN,
ERF_HUMAN,69
ERG1_HUMAN,59
ERG24_HUMAN,16
ERG28_HUMAN,50
ERG7_HUMAN,63
ERGI1_HUMAN,63
ERGI2_HUMAN,40
ERGI3_HUMAN,46
ERG_HUMAN,34
ERH_HUMAN,55
ERI1_HUMAN,33
ERI2_HUMAN,49
ERI3_HUMAN,29
ERI6B_HUMAN,
ERIC1_HUMAN,19
ERIC2_HUMAN,9
ERIC3_HUMAN,
ERIC4_HUMAN,
ERIC5_HUMAN,
ERIP6_HUMAN,
ERIT1_HUMAN,
ERK25_HUMAN,
ERLEC_HUMAN,48
ERLN1_HUMAN,33
ERLN2_HUMAN,61
ERMAP_HUMAN,36
ERMIN_HUMAN,12
ERMP1_HUMAN,39
ERN1_HUMAN,17
ERN2_HUMAN,0
ERO1A_HUMAN,
ERO1B_HUMAN,
ERP27_HUMAN,5
ERP29_HUMAN,37
ERP44_HUMAN,26
ERR1_HUMAN,40
ERR2_HUMAN,2
ERR3_HUMAN,18
ERRFI_HUMAN,55
ERVV1_HUMAN,7
ERVV2_HUMAN,6
ES1_HUMAN,37
ES8L1_HUMAN,13
ES8L2_HUMAN,35
ES8L3_HUMAN,8
ESAM_HUMAN,45
ESCO1_HUMAN,37
ESCO2_HUMAN,27
ESF1_HUMAN,26
ESIP1_HUMAN,21
ESM1_HUMAN,23
ESPB1_HUMAN,1
ESPL1_HUMAN,54
ESPNL_HUMAN,5
ESPN_HUMAN,29
ESR1_HUMAN,10
ESR2_HUMAN,3
ESRG_HUMAN,27
ESRP1_HUMAN,29
ESRP2_HUMAN,22
EST1A_HUMAN,17
EST1_HUMAN,34
EST2_HUMAN,30
EST3_HUMAN,12
EST4A_HUMAN,18
EST5A_HUMAN,10
ESTD_HUMAN,41
ESX1_HUMAN,1
ESYT1_HUMAN,85
ESYT2_HUMAN,51
ESYT3_HUMAN,1
ETAA1_HUMAN,43
ETBR2_HUMAN,7
ETFA_HUMAN,28
ETFB_HUMAN,38
ETFD_HUMAN,41
ETFR1_HUMAN,
ETHE1_HUMAN,22
ETKMT_HUMAN,
ETS1_HUMAN,47
ETS2_HUMAN,45
ETV1_HUMAN,13
ETV2_HUMAN,2
ETV3L_HUMAN,4
ETV3_HUMAN,29
ETV4_HUMAN,27
ETV5_HUMAN,31
ETV6_HUMAN,42
ETV7_HUMAN,7
EURL_HUMAN,
EVA1A_HUMAN,40
EVA1B_HUMAN,39
EVA1C_HUMAN,16
EVC_HUMAN,44
EVG1_HUMAN,15
EVI1_HUMAN,20
EVI2A_HUMAN,38
EVI2B_HUMAN,40
EVI5L_HUMAN,28
EVI5_HUMAN,24
EVL_HUMAN,28
EVPLL_HUMAN,3
EVPL_HUMAN,13
EVX1_HUMAN,1
EVX2_HUMAN,10
EWS_HUMAN,49
EX3L1_HUMAN,4
EX3L2_HUMAN,22
EX3L4_HUMAN,16
EXAS1_HUMAN,
EXC6B_HUMAN,41
EXD1_HUMAN,1
EXD2_HUMAN,38
EXO1_HUMAN,53
EXO5_HUMAN,23
EXOC1_HUMAN,40
EXOC2_HUMAN,40
EXOC3_HUMAN,48
EXOC4_HUMAN,46
EXOC5_HUMAN,56
EXOC6_HUMAN,27
EXOC7_HUMAN,56
EXOC8_HUMAN,42
EXOG_HUMAN,12
EXOS1_HUMAN,52
EXOS2_HUMAN,66
EXOS3_HUMAN,31
EXOS4_HUMAN,33
EXOS5_HUMAN,47
EXOS6_HUMAN,28
EXOS7_HUMAN,27
EXOS8_HUMAN,51
EXOS9_HUMAN,45
EXOSX_HUMAN,57
EXPH5_HUMAN,14
EXT1_HUMAN,47
EXT2_HUMAN,62
EXTL1_HUMAN,11
EXTL2_HUMAN,46
EXTL3_HUMAN,23
EYA1_HUMAN,12
EYA2_HUMAN,14
EYA3_HUMAN,20
EYA4_HUMAN,22
EYS_HUMAN,1
EZH1_HUMAN,30
EZH2_HUMAN,75
EZRI_HUMAN,33
F102A_HUMAN,27
F102B_HUMAN,20
F104A_HUMAN,35
F104B_HUMAN,28
F105A_HUMAN,17
F106A_HUMAN,0
F106C_HUMAN,
F107A_HUMAN,12
F107B_HUMAN,38
F10A1_HUMAN,58
F10A5_HUMAN,
F10C1_HUMAN,25
F110A_HUMAN,35
F110B_HUMAN,26
F110C_HUMAN,41
F110D_HUMAN,36
F111A_HUMAN,36
F111B_HUMAN,47
F1142_HUMAN,13
F117A_HUMAN,42
F117B_HUMAN,21
F118A_HUMAN,13
F118B_HUMAN,31
F120A_HUMAN,85
F120B_HUMAN,27
F120C_HUMAN,10
F120S_HUMAN,33
F122A_HUMAN,26
F122B_HUMAN,52
F124A_HUMAN,12
F124B_HUMAN,11
F126B_HUMAN,37
F127A_HUMAN,62
F127B_HUMAN,54
F127C_HUMAN,55
F131A_HUMAN,26
F131B_HUMAN,19
F131C_HUMAN,16
F133A_HUMAN,3
F133B_HUMAN,21
F134A_HUMAN,34
F134B_HUMAN,27
F134C_HUMAN,22
F135A_HUMAN,15
F135B_HUMAN,6
F136A_HUMAN,53
F13A_HUMAN,24
F13B_HUMAN,21
F149A_HUMAN,29
F149B_HUMAN,17
F150A_HUMAN,15
F150B_HUMAN,13
F151A_HUMAN,19
F151B_HUMAN,0
F153A_HUMAN,9
F153B_HUMAN,7
F153C_HUMAN,
F155A_HUMAN,26
F155B_HUMAN,12
F157A_HUMAN,
F157B_HUMAN,
F157C_HUMAN,
F159A_HUMAN,12
F159B_HUMAN,6
F161A_HUMAN,14
F161B_HUMAN,11
F162A_HUMAN,31
F162B_HUMAN,21
F163A_HUMAN,5
F163B_HUMAN,16
F166A_HUMAN,3
F166B_HUMAN,21
F167A_HUMAN,20
F167B_HUMAN,28
F168A_HUMAN,21
F168B_HUMAN,22
F169A_HUMAN,13
F169B_HUMAN,10
F16A1_HUMAN,14
F16A2_HUMAN,32
F16B1_HUMAN,46
F16B2_HUMAN,47
F16P1_HUMAN,30
F16P2_HUMAN,13
F170A_HUMAN,2
F170B_HUMAN,1
F1711_HUMAN,34
F1712_HUMAN,19
F171B_HUMAN,17
F172A_HUMAN,29
F172B_HUMAN,21
F173A_HUMAN,37
F173B_HUMAN,31
F174A_HUMAN,52
F174B_HUMAN,9
F175A_HUMAN,24
F175B_HUMAN,32
F177A_HUMAN,29
F177B_HUMAN,1
F178B_HUMAN,25
F180A_HUMAN,28
F180B_HUMAN,2
F181A_HUMAN,5
F181B_HUMAN,15
F182A_HUMAN,2
F182B_HUMAN,
F183A_HUMAN,1
F183B_HUMAN,
F184A_HUMAN,16
F184B_HUMAN,1
F185A_HUMAN,5
F186A_HUMAN,9
F186B_HUMAN,1
F187A_HUMAN,
F187B_HUMAN,9
F1882_HUMAN,
F188A_HUMAN,27
F188B_HUMAN,0
F1891_HUMAN,8
F1892_HUMAN,22
F189B_HUMAN,55
F192A_HUMAN,45
F193A_HUMAN,24
F193B_HUMAN,25
F196A_HUMAN,8
F196B_HUMAN,24
F198A_HUMAN,11
F198B_HUMAN,40
F199X_HUMAN,31
F19A1_HUMAN,11
F19A2_HUMAN,9
F19A3_HUMAN,2
F19A4_HUMAN,23
F19A5_HUMAN,19
F200A_HUMAN,9
F200B_HUMAN,17
F201A_HUMAN,11
F204A_HUMAN,36
F205A_HUMAN,8
F205B_HUMAN,
F205C_HUMAN,
F206A_HUMAN,21
F207A_HUMAN,32
F208B_HUMAN,39
F209A_HUMAN,9
F209B_HUMAN,9
F210A_HUMAN,37
F210B_HUMAN,30
F213A_HUMAN,40
F214A_HUMAN,24
F214B_HUMAN,42
F215A_HUMAN,2
F216A_HUMAN,58
F216B_HUMAN,4
F217A_HUMAN,7
F217B_HUMAN,37
F218A_HUMAN,5
F219A_HUMAN,38
F219B_HUMAN,32
F220A_HUMAN,19
F220P_HUMAN,7
F221A_HUMAN,8
F221B_HUMAN,5
F222A_HUMAN,13
F222B_HUMAN,25
F222C_HUMAN,15
F223A_HUMAN,
F223B_HUMAN,
F227A_HUMAN,5
F227B_HUMAN,13
F228A_HUMAN,21
F228B_HUMAN,12
F229A_HUMAN,11
F229B_HUMAN,11
F231A_HUMAN,
F231B_HUMAN,
F231C_HUMAN,
F231D_HUMAN,2
F231L_HUMAN,
F234A_HUMAN,
F234B_HUMAN,
F25DE_HUMAN,
F261_HUMAN,29
F262_HUMAN,30
F263_HUMAN,54
F264_HUMAN,39
F27D1_HUMAN,
F27E3_HUMAN,5
F71E1_HUMAN,19
F71E2_HUMAN,9
F71F1_HUMAN,9
F71F2_HUMAN,9
F74A1_HUMAN,
F74A3_HUMAN,
F74A7_HUMAN,
F86B1_HUMAN,4
F86B2_HUMAN,3
F86C2_HUMAN,2
F86JP_HUMAN,0
F8I2_HUMAN,21
F90A1_HUMAN,4
F90A2_HUMAN,
F90A5_HUMAN,
F90A7_HUMAN,
F90A8_HUMAN,
F90A9_HUMAN,
F90AA_HUMAN,
F90AC_HUMAN,
F90AD_HUMAN,
F90AE_HUMAN,
F90AG_HUMAN,
F90AI_HUMAN,
F90AJ_HUMAN,
F90AK_HUMAN,
F90AM_HUMAN,
F90AN_HUMAN,
F90AO_HUMAN,
F90AR_HUMAN,9
F91A1_HUMAN,47
F91A2_HUMAN,3
F92A1_HUMAN,8
FA10_HUMAN,33
FA11_HUMAN,26
FA12_HUMAN,18
FA13A_HUMAN,24
FA13B_HUMAN,38
FA13C_HUMAN,21
FA156_HUMAN,5
FA20A_HUMAN,10
FA20C_HUMAN,65
FA24A_HUMAN,0
FA24B_HUMAN,14
FA26D_HUMAN,4
FA26E_HUMAN,29
FA26F_HUMAN,14
FA2H_HUMAN,12
FA30A_HUMAN,
FA32A_HUMAN,29
FA35A_HUMAN,52
FA43A_HUMAN,33
FA43B_HUMAN,20
FA45A_HUMAN,4
FA45B_HUMAN,
FA46A_HUMAN,29
FA46B_HUMAN,18
FA46C_HUMAN,24
FA46D_HUMAN,0
FA47A_HUMAN,
FA47B_HUMAN,
FA47C_HUMAN,2
FA47D_HUMAN,
FA47E_HUMAN,0
FA49A_HUMAN,19
FA49B_HUMAN,42
FA50A_HUMAN,59
FA50B_HUMAN,41
FA53A_HUMAN,2
FA53B_HUMAN,39
FA53C_HUMAN,37
FA57A_HUMAN,42
FA57B_HUMAN,11
FA58A_HUMAN,25
FA58B_HUMAN,
FA5_HUMAN,25
FA60A_HUMAN,52
FA63A_HUMAN,33
FA63B_HUMAN,22
FA64A_HUMAN,41
FA65A_HUMAN,61
FA65B_HUMAN,38
FA65C_HUMAN,28
FA66E_HUMAN,2
FA69A_HUMAN,18
FA69B_HUMAN,28
FA69C_HUMAN,9
FA71A_HUMAN,8
FA71B_HUMAN,9
FA71C_HUMAN,9
FA71D_HUMAN,10
FA72A_HUMAN,44
FA72B_HUMAN,67
FA72C_HUMAN,
FA72D_HUMAN,53
FA76A_HUMAN,8
FA76B_HUMAN,20
FA78A_HUMAN,33
FA78B_HUMAN,3
FA7_HUMAN,15
FA81A_HUMAN,12
FA81B_HUMAN,8
FA83A_HUMAN,33
FA83B_HUMAN,15
FA83C_HUMAN,5
FA83D_HUMAN,41
FA83E_HUMAN,4
FA83F_HUMAN,9
FA83G_HUMAN,35
FA83H_HUMAN,40
FA84A_HUMAN,14
FA84B_HUMAN,21
FA86C_HUMAN,3
FA87A_HUMAN,9
FA89A_HUMAN,47
FA89B_HUMAN,22
FA8A1_HUMAN,38
FA8_HUMAN,33
FA92B_HUMAN,1
FA96A_HUMAN,48
FA98A_HUMAN,20
FA98B_HUMAN,46
FA98C_HUMAN,23
FA9_HUMAN,25
FAAA_HUMAN,43
FAAH1_HUMAN,11
FAAH2_HUMAN,17
FAAS1_HUMAN,
FABD_HUMAN,54
FABP4_HUMAN,38
FABP5_HUMAN,25
FABP6_HUMAN,11
FABP7_HUMAN,10
FABP9_HUMAN,2
FABPH_HUMAN,19
FABPI_HUMAN,12
FABPL_HUMAN,26
FACD2_HUMAN,73
FACE1_HUMAN,41
FACE2_HUMAN,33
FACOS_HUMAN,10
FACR1_HUMAN,30
FACR2_HUMAN,16
FAD1_HUMAN,59
FADD_HUMAN,58
FADS1_HUMAN,54
FADS2_HUMAN,54
FADS3_HUMAN,54
FADS6_HUMAN,6
FAF1_HUMAN,68
FAF2_HUMAN,57
FAH2A_HUMAN,10
FAH2B_HUMAN,5
FAHD1_HUMAN,48
FAIM1_HUMAN,24
FAIM3_HUMAN,
FAK1_HUMAN,42
FAK2_HUMAN,50
FAKD1_HUMAN,34
FAKD2_HUMAN,45
FAKD3_HUMAN,36
FAKD5_HUMAN,31
FAM27_HUMAN,
FAM3A_HUMAN,63
FAM3B_HUMAN,5
FAM3C_HUMAN,22
FAM3D_HUMAN,9
FAM74_HUMAN,
FAM9A_HUMAN,4
FAM9B_HUMAN,0
FAM9C_HUMAN,1
FAN1_HUMAN,35
FANCA_HUMAN,39
FANCB_HUMAN,34
FANCC_HUMAN,19
FANCE_HUMAN,37
FANCF_HUMAN,39
FANCG_HUMAN,67
FANCI_HUMAN,79
FANCJ_HUMAN,38
FANCL_HUMAN,52
FANCM_HUMAN,25
FANK1_HUMAN,9
FAN_HUMAN,52
FAP20_HUMAN,
FAP24_HUMAN,
FAR2L_HUMAN,3
FARP1_HUMAN,52
FARP2_HUMAN,8
FASTK_HUMAN,52
FAS_HUMAN,29
FAT1_HUMAN,42
FAT2_HUMAN,8
FAT3_HUMAN,9
FAT4_HUMAN,33
FATE1_HUMAN,0
FAXC_HUMAN,12
FB5L3_HUMAN,1
FBAS1_HUMAN,8
FBCD1_HUMAN,13
FBF1_HUMAN,18
FBH1_HUMAN,58
FBLI1_HUMAN,46
FBLL1_HUMAN,
FBLN1_HUMAN,35
FBLN2_HUMAN,49
FBLN3_HUMAN,42
FBLN4_HUMAN,48
FBLN5_HUMAN,50
FBLN7_HUMAN,14
FBN1_HUMAN,34
FBN2_HUMAN,32
FBN3_HUMAN,3
FBP12_HUMAN,2
FBP1L_HUMAN,37
FBRL_HUMAN,53
FBRS_HUMAN,39
FBSL_HUMAN,48
FBSP1_HUMAN,32
FBW10_HUMAN,3
FBW12_HUMAN,16
FBW1A_HUMAN,24
FBW1B_HUMAN,32
FBX10_HUMAN,9
FBX11_HUMAN,44
FBX15_HUMAN,4
FBX16_HUMAN,9
FBX17_HUMAN,38
FBX21_HUMAN,43
FBX22_HUMAN,64
FBX24_HUMAN,5
FBX25_HUMAN,17
FBX27_HUMAN,24
FBX28_HUMAN,28
FBX2_HUMAN,28
FBX30_HUMAN,33
FBX31_HUMAN,42
FBX32_HUMAN,21
FBX33_HUMAN,29
FBX34_HUMAN,15
FBX36_HUMAN,4
FBX38_HUMAN,47
FBX39_HUMAN,9
FBX3_HUMAN,30
FBX40_HUMAN,16
FBX41_HUMAN,21
FBX42_HUMAN,56
FBX43_HUMAN,21
FBX44_HUMAN,25
FBX46_HUMAN,53
FBX47_HUMAN,1
FBX48_HUMAN,8
FBX4_HUMAN,43
FBX50_HUMAN,15
FBX5_HUMAN,34
FBX6_HUMAN,43
FBX7_HUMAN,33
FBX8_HUMAN,28
FBX9_HUMAN,34
FBXL2_HUMAN,8
FBXL3_HUMAN,36
FBXL4_HUMAN,42
FBXL5_HUMAN,43
FBXL6_HUMAN,33
FBXL7_HUMAN,40
FBXL8_HUMAN,22
FBXW2_HUMAN,55
FBXW4_HUMAN,41
FBXW5_HUMAN,43
FBXW7_HUMAN,20
FBXW8_HUMAN,39
FBXW9_HUMAN,26
FCAMR_HUMAN,10
FCAR_HUMAN,28
FCER2_HUMAN,45
FCERA_HUMAN,18
FCERB_HUMAN,2
FCERG_HUMAN,30
FCF1_HUMAN,0
FCG2A_HUMAN,28
FCG2B_HUMAN,28
FCG2C_HUMAN,18
FCG3A_HUMAN,32
FCG3B_HUMAN,27
FCGBP_HUMAN,14
FCGR1_HUMAN,19
FCGRB_HUMAN,
FCGRN_HUMAN,52
FCHO1_HUMAN,20
FCHO2_HUMAN,42
FCL_HUMAN,48
FCN1_HUMAN,24
FCN2_HUMAN,17
FCN3_HUMAN,24
FCRL1_HUMAN,17
FCRL2_HUMAN,8
FCRL3_HUMAN,12
FCRL4_HUMAN,5
FCRL5_HUMAN,30
FCRL6_HUMAN,7
FCRLA_HUMAN,43
FCRLB_HUMAN,4
FCSD1_HUMAN,20
FCSD2_HUMAN,57
FDFT_HUMAN,37
FDSCP_HUMAN,7
FDX2_HUMAN,
FDXA1_HUMAN,23
FEAS1_HUMAN,5
FEAS2_HUMAN,3
FEM1A_HUMAN,28
FEM1B_HUMAN,47
FEM1C_HUMAN,27
FEN1_HUMAN,69
FER3L_HUMAN,
FERM1_HUMAN,22
FERM2_HUMAN,51
FER_HUMAN,18
FES_HUMAN,34
FETA_HUMAN,18
FETUA_HUMAN,22
FETUB_HUMAN,15
FEV_HUMAN,10
FEZ1_HUMAN,15
FEZ2_HUMAN,23
FEZF1_HUMAN,9
FEZF2_HUMAN,12
FFAR1_HUMAN,7
FFAR2_HUMAN,28
FFAR3_HUMAN,3
FFAR4_HUMAN,15
FGD1_HUMAN,47
FGD2_HUMAN,35
FGD3_HUMAN,33
FGD4_HUMAN,15
FGD5_HUMAN,33
FGD6_HUMAN,22
FGF10_HUMAN,25
FGF11_HUMAN,14
FGF12_HUMAN,20
FGF13_HUMAN,27
FGF14_HUMAN,23
FGF16_HUMAN,
FGF17_HUMAN,3
FGF18_HUMAN,2
FGF19_HUMAN,12
FGF1_HUMAN,15
FGF20_HUMAN,1
FGF21_HUMAN,5
FGF22_HUMAN,1
FGF23_HUMAN,4
FGF2_HUMAN,40
FGF3_HUMAN,
FGF4_HUMAN,1
FGF5_HUMAN,26
FGF6_HUMAN,2
FGF7_HUMAN,37
FGF8_HUMAN,1
FGF9_HUMAN,25
FGFP1_HUMAN,19
FGFP2_HUMAN,16
FGFP3_HUMAN,18
FGFR1_HUMAN,52
FGFR2_HUMAN,19
FGFR3_HUMAN,13
FGFR4_HUMAN,24
FGGY_HUMAN,10
FGL1_HUMAN,24
FGL2_HUMAN,31
FGOP2_HUMAN,49
FGRL1_HUMAN,57
FGR_HUMAN,37
FHAD1_HUMAN,6
FHDC1_HUMAN,34
FHIT_HUMAN,10
FHL17_HUMAN,
FHL19_HUMAN,
FHL1_HUMAN,39
FHL2_HUMAN,31
FHL3_HUMAN,28
FHL5_HUMAN,12
FHOD1_HUMAN,51
FHOD3_HUMAN,21
FHR1_HUMAN,26
FHR2_HUMAN,
FHR3_HUMAN,25
FHR4_HUMAN,16
FHR5_HUMAN,22
FIBA_HUMAN,25
FIBB_HUMAN,25
FIBG_HUMAN,25
FIBIN_HUMAN,34
FIBP_HUMAN,18
FICD_HUMAN,5
FIG4_HUMAN,27
FIGL1_HUMAN,47
FIGL2_HUMAN,
FIGLA_HUMAN,21
FIGN_HUMAN,17
FIL1L_HUMAN,19
FILA2_HUMAN,12
FILA_HUMAN,16
FINC_HUMAN,35
FIP1_HUMAN,30
FIS1_HUMAN,43
FITM1_HUMAN,25
FITM2_HUMAN,33
FIZ1_HUMAN,8
FJX1_HUMAN,52
FKB10_HUMAN,48
FKB11_HUMAN,23
FKB14_HUMAN,33
FKB15_HUMAN,52
FKB1A_HUMAN,47
FKB1B_HUMAN,21
FKB9L_HUMAN,
FKBP2_HUMAN,11
FKBP3_HUMAN,53
FKBP4_HUMAN,46
FKBP5_HUMAN,46
FKBP6_HUMAN,10
FKBP7_HUMAN,9
FKBP8_HUMAN,27
FKBP9_HUMAN,57
FKBPL_HUMAN,19
FKRP_HUMAN,59
FKTN_HUMAN,44
FL2D_HUMAN,14
FLCN_HUMAN,22
FLI1_HUMAN,49
FLII_HUMAN,63
FLIP1_HUMAN,24
FLNA_HUMAN,50
FLNB_HUMAN,45
FLNC_HUMAN,32
FLOT1_HUMAN,57
FLOT2_HUMAN,41
FLOWR_HUMAN,32
FLRT1_HUMAN,8
FLRT2_HUMAN,31
FLRT3_HUMAN,34
FLT3L_HUMAN,6
FLT3_HUMAN,28
FLTOP_HUMAN,
FLVC1_HUMAN,51
FLVC2_HUMAN,15
FM25A_HUMAN,3
FM25B_HUMAN,
FM25C_HUMAN,
FM25G_HUMAN,
FMAS1_HUMAN,
FMC1_HUMAN,
FMN1_HUMAN,10
FMN2_HUMAN,20
FMNL1_HUMAN,36
FMNL2_HUMAN,30
FMNL3_HUMAN,42
FMO1_HUMAN,17
FMO2_HUMAN,31
FMO3_HUMAN,30
FMO4_HUMAN,19
FMO5_HUMAN,23
FMO6_HUMAN,
FMOD_HUMAN,47
FMR1N_HUMAN,10
FMR1_HUMAN,38
FMT_HUMAN,53
FN3K_HUMAN,41
FNBP1_HUMAN,51
FNBP4_HUMAN,25
FND10_HUMAN,
FND11_HUMAN,
FND3A_HUMAN,53
FND3B_HUMAN,41
FNDC1_HUMAN,21
FNDC4_HUMAN,38
FNDC5_HUMAN,16
FNDC7_HUMAN,4
FNDC8_HUMAN,8
FNDC9_HUMAN,12
FNIP1_HUMAN,48
FNIP2_HUMAN,38
FNTA_HUMAN,32
FNTB_HUMAN,20
FOCAD_HUMAN,47
FOG1_HUMAN,30
